address_id,address_type_id,street,postal_code,city,country
826,1,978 Nancy Gardens Suite 860,67144,Lake Kyle,Singapore
827,1,854 Michael Summit Apt. 286,95097,North Michael,Tanzania
828,1,14346 Christina Neck Apt. 843,88621,Kellytown,Micronesia
829,1,40404 John Course,43070,Smithborough,Uganda
830,1,9964 Sean Station,22219,Brownfort,Rwanda
831,1,39546 Norma Creek Suite 995,15606,Bookerborough,El Salvador
832,1,152 Padilla Harbors,83451,New Williemouth,Bouvet Island (Bouvetoya)
833,1,1038 Flores Dale,19594,Port Malloryland,China
834,1,6401 Molly Groves Suite 592,93795,East Donnatown,Namibia
835,1,452 Jeffrey Forks Suite 629,88166,Millerside,American Samoa
836,1,28513 Hernandez Lake,21004,Port Anne,Cote d'Ivoire
837,1,7528 Nancy Overpass Apt. 181,53967,North Amandaville,Sao Tome and Principe
838,1,1426 Lance Drives Suite 332,73371,Patrickborough,Norfolk Island
839,1,988 Craig Roads,23829,West Vincent,Mauritius
840,1,152 Baker Via,46003,Kelseytown,Macedonia
841,1,7324 White Parks Apt. 460,64378,North Brian,Marshall Islands
842,1,8744 Rosales Street Suite 911,62643,Mejiashire,Estonia
843,1,1325 Kenneth Rue,06485,West Jason,Tunisia
844,1,600 Bauer Coves,07021,Hessside,Yemen
845,1,317 Parker Junctions Suite 930,95430,North Larry,Cote d'Ivoire
846,1,698 Breanna Ford,67863,North Christopher,Uganda
847,1,4740 Kelly Ways,98328,Jeanetteland,Ecuador
848,1,9609 Jacqueline Harbors,11377,Tinaborough,Colombia
849,1,532 Herring Burg,92340,Port Terrenceland,Slovenia
850,1,8851 Lisa Viaduct Suite 641,23582,East Michaelville,Vietnam
851,1,467 Robert Circles Suite 277,65034,North Sarahhaven,Luxembourg
852,1,47360 Lisa Station,53483,Jamesland,Paraguay
853,1,6975 Bartlett Pine,15576,Briannaview,Belgium
854,1,0559 Thompson Village,69305,Johnsonmouth,Poland
855,1,585 Leonard Gateway,87716,Wrightshire,Montserrat
856,1,3190 Contreras Prairie,34373,Edwardton,Andorra
857,1,1227 Hudson Route,81679,New Anne,Mauritania
858,1,5820 Watkins Squares,62719,East Lisashire,Dominica
859,1,4609 Porter Islands Apt. 593,33802,New Brittney,Thailand
860,1,888 Garcia Drive Apt. 137,54194,Lake Samantha,Swaziland
861,1,35583 Bauer Estates,13967,Perkinschester,Nicaragua
862,1,345 Mitchell Forges,04706,Christinaville,Solomon Islands
863,1,8487 Bryan Roads,16757,Hillview,Central African Republic
864,1,5324 Mitchell Fort,99743,Caldwellfort,Marshall Islands
865,1,64731 Morrow Branch Apt. 932,52642,Port Jeffrey,French Guiana
866,1,02986 Renee Plaza,60331,Port Patricia,El Salvador
867,1,1665 Jessica Lane,88978,Jameshaven,Azerbaijan
868,1,9261 Jeffrey Port,68946,Steelechester,Hungary
869,1,8537 Chad Road Apt. 380,36307,Johnsonside,Kenya
870,1,2719 Cheyenne Isle,52340,Smithville,Burundi
871,1,208 Bailey Spur Apt. 780,60756,Carterborough,Poland
872,1,9879 Simpson Fords,21208,Larryside,Ethiopia
873,1,4148 Joseph Turnpike,29023,West Derrickton,Nepal
874,1,32549 Jeanette Island Suite 340,30150,Port Kennethfurt,French Guiana
875,1,52587 Lopez Way,89883,Michaelside,India
876,1,2922 Tonya Port Suite 558,78222,Christopherbury,Nicaragua
877,1,69348 Sullivan Station,69982,Jonesville,Slovenia
878,1,3545 James Rue Suite 907,39750,Rushmouth,South Georgia and the South Sandwich Islands
879,1,8521 Johnson Summit,62921,Christybury,Philippines
880,1,748 Brennan Views,29423,Port Davidtown,Central African Republic
881,1,845 Ward Ford Apt. 540,04835,Alexanderhaven,Guam
882,1,7904 Kevin Lakes Apt. 738,96681,Ruizville,Montenegro
883,1,60900 Griffith Expressway Suite 608,34796,Esparzamouth,South Africa
884,1,4700 Fox Field Apt. 712,98293,North Jeffreyview,Holy See (Vatican City State)
885,1,687 Brian Stravenue,05625,Lake Jenniferburgh,French Southern Territories
886,1,12270 Allen Fort Suite 224,44204,East Kevin,Tuvalu
887,1,3409 Andrew Dale,21374,East Maryton,Croatia
888,1,24914 Williams Route Apt. 794,02904,Andrewfort,Bahrain
889,1,87171 Yates Square,83439,Riveraside,Latvia
890,1,09433 Deleon Lights Apt. 093,08368,East Wendy,Romania
891,1,746 Terry Crescent Apt. 559,47368,Alvarezburgh,Israel
892,1,234 Sarah Plaza Suite 005,08686,Port Bryanfort,Solomon Islands
893,1,1142 Justin Coves Apt. 718,46530,South Sheilaville,Czech Republic
894,1,8078 Albert Shore,82292,East Maxstad,Sudan
895,1,17036 Douglas Circles Apt. 501,61481,Ninamouth,Papua New Guinea
896,1,687 Ballard Plain Suite 562,02986,Owensfort,Algeria
897,1,6185 Perez Dale Apt. 594,11204,Lucasfort,Nigeria
898,1,6091 Shane Harbors Suite 344,06396,Lake Loristad,Libyan Arab Jamahiriya
899,1,13115 Brian Greens Apt. 787,66864,South Patricia,United Kingdom
900,1,563 Sanchez Port,55870,East Michael,Uganda
901,1,472 Jeffrey Springs Suite 960,89898,Stephanietown,Nauru
902,1,3333 Carr Plain Suite 488,08570,South Jeffery,Kenya
903,1,830 Washington Wells Suite 669,70578,West Nicholas,French Polynesia
904,1,746 Kimberly Rapid Suite 284,73485,North Donaldberg,Seychelles
905,1,83134 Paula River,77294,Christinaport,Martinique
906,1,59779 Ramsey Summit,43870,New Kristy,Tajikistan
907,1,437 Gutierrez Green Apt. 042,20985,Martinside,British Virgin Islands
908,1,905 Courtney Hills,29257,Feliciafort,Indonesia
909,1,1297 Mason Coves,24974,Markside,New Zealand
910,1,860 David Ways,92354,East Robertbury,British Virgin Islands
911,1,32977 Steven Isle,67475,Dillonfort,Angola
912,1,51041 Wilson Plains,13643,North Lisa,Morocco
913,1,063 House Trail,42734,North Rachelville,South Georgia and the South Sandwich Islands
914,1,991 Anderson Rest,35375,Michaelburgh,Czech Republic
915,1,320 Mcmahon Estates,91607,North Paulstad,Bangladesh
916,1,914 Flores Turnpike Suite 383,03093,Davidland,Malta
917,1,866 Gardner Meadow Apt. 215,36804,Fischerside,Holy See (Vatican City State)
918,1,78258 Bass Ville,60257,Brittanyhaven,Vanuatu
919,1,458 Campbell Knolls,32458,Thomastown,Switzerland
920,1,471 Audrey Street,01482,Jameschester,Liberia
921,1,52679 Evans Ports Apt. 548,66188,Barreraburgh,Turkey
922,1,9486 Brian Grove,04789,Mcdonaldborough,Northern Mariana Islands
923,1,959 Horne Trail Suite 003,32557,Davidmouth,Antarctica (the territory South of 60 deg S)
924,1,1877 Hunter Junction Suite 444,47202,Ashleyshire,Tokelau
925,1,4614 Alicia Groves Suite 441,79299,North Jacquelinemouth,Cayman Islands
926,1,88486 Smith Streets,00918,Benitezhaven,Fiji
927,1,3382 Orozco Prairie Suite 779,15193,Kerristad,Haiti
928,1,4388 Gonzalez Ports,57543,Millerton,Hungary
929,1,11622 Loretta Fall,82971,Smithburgh,Andorra
930,1,5100 Patrick Islands,26580,Michaelburgh,Switzerland
931,1,872 Parker Skyway,06338,South Kenneth,Barbados
932,1,779 Brittany Corner,68381,Calvinside,Cyprus
933,1,8105 Thornton Harbors,25986,New Amanda,Ethiopia
934,1,751 Shaw Orchard,18384,West Robertville,Macao
935,1,5093 Estrada Squares,82294,South Rachelside,China
936,1,1189 Mcdowell Estates,36526,North Jeremy,Western Sahara
937,1,50753 Kelly Ways Suite 638,25622,East Keith,Tokelau
938,1,32459 Harris Centers,44994,Farleyburgh,India
939,1,36396 Marc Mill,74531,Allenberg,Singapore
940,1,15633 Hernandez Locks Apt. 054,10674,Port Jill,United States Virgin Islands
941,1,68355 Margaret Harbor Apt. 633,05856,Jakechester,Northern Mariana Islands
942,1,71572 Peterson Greens,79665,New Robert,Cambodia
943,1,44117 Sean Forest Apt. 457,08715,New Brianfort,Tajikistan
944,1,4153 Daniel Summit Apt. 023,07662,Lindseyborough,South Georgia and the South Sandwich Islands
945,1,328 Steven Burgs Suite 381,85023,Lewisfort,British Virgin Islands
946,1,62217 Steven Alley,38917,West Brendaburgh,Dominica
947,1,70132 Cheryl Loaf,13954,Jermainehaven,Samoa
948,1,9727 Abigail Inlet,41965,North Cynthia,Montenegro
949,1,7677 Stephen Stravenue Suite 890,49105,South Mallory,Guernsey
950,1,00467 Cardenas Port Suite 441,64144,Hollyville,Qatar
951,1,377 Thornton Ramp Apt. 269,21654,Kathrynport,Libyan Arab Jamahiriya
952,1,28179 Joyce Shoals Suite 665,65748,New Jennifer,Malta
953,1,601 Lance Lights,02689,Erichaven,Greece
954,1,323 Miller Bridge Apt. 155,25256,Robertfurt,Botswana
955,1,7805 Anthony Mountains Apt. 113,46406,New Mary,Spain
956,1,1728 Riley Rest Apt. 768,56675,North Eric,Kazakhstan
957,1,42584 Perez Rapids,90282,New Rachel,Djibouti
958,1,51380 Courtney Cove Apt. 807,80161,Wellschester,Saint Vincent and the Grenadines
959,1,8758 Shane Harbors Apt. 898,80412,Karentown,Ecuador
960,1,580 Patricia Corner Suite 681,84274,Lisaview,French Guiana
961,1,56031 Miller Mills Apt. 006,69050,West Michaelville,Sao Tome and Principe
962,1,2069 Tara Manor,01964,Smithshire,Czech Republic
963,1,9615 John Burg Suite 041,66210,Port James,Mozambique
964,1,7071 Martin Crossing,21586,West Christinafort,Uganda
965,1,36774 Carter Way,32110,North Jessica,Libyan Arab Jamahiriya
966,1,037 Jensen Plaza Apt. 553,63678,New Robert,Lao People's Democratic Republic
967,1,3072 James Greens Apt. 413,08811,West Kevinburgh,Seychelles
968,1,6852 Smith Cove Apt. 383,46893,Julialand,Gabon
969,1,16853 Kenneth Inlet,01442,Burgessland,Kenya
970,1,69502 Myers Highway,54944,Bakerside,Sao Tome and Principe
971,1,283 Cynthia Squares Suite 475,31557,East Stephanieside,Palestinian Territory
972,1,3633 Kenneth Mission Suite 634,11926,Dianaborough,Malaysia
973,1,227 Jones Station Suite 779,38764,North Jessica,Central African Republic
974,1,8833 Baker Springs Suite 385,42322,North Nicholasview,Poland
975,1,3336 Vega Mill Suite 691,91999,North Sara,Hong Kong
976,1,02951 Chen Orchard,24242,Hendersonberg,Papua New Guinea
977,1,9843 Richard Dale,66512,Seanview,Singapore
978,1,9631 Campbell Highway,84100,North Joseph,Paraguay
979,1,5750 Rice Plains Apt. 182,06284,Mooreburgh,Azerbaijan
980,1,794 Jackson Field,31898,Lake Tyler,Luxembourg
981,1,3381 Briana Islands Apt. 591,84755,East Jeffrey,Costa Rica
982,1,903 Burns Circle,38003,Lake Angela,Portugal
983,1,37383 Morgan Groves Suite 827,67045,New John,United States Minor Outlying Islands
984,1,7191 Watkins Flats Apt. 110,18814,Mariastad,Falkland Islands (Malvinas)
985,1,5718 Jones Tunnel Apt. 074,21959,Jeffreymouth,Uzbekistan
986,1,9658 Wade Motorway,95930,West Melissaton,Cocos (Keeling) Islands
987,1,54543 Reyes Fort,88707,South Alicia,Israel
988,1,7259 Brenda Mall,67165,Kylemouth,Bosnia and Herzegovina
989,1,37807 Ryan Grove Apt. 717,75573,East Ashley,Greenland
990,1,93025 Megan Mills Suite 962,89475,New Edward,Bouvet Island (Bouvetoya)
991,1,8280 Shane Mountains,01868,North Robert,Gambia
992,1,18413 Graves Vista Apt. 108,96794,East Davidhaven,Lao People's Democratic Republic
993,1,954 Frost Field,34636,West Gregory,Belarus
994,1,15780 Morales Canyon,04038,Sherryborough,Mali
995,1,9321 Clark Pine,87995,East Katrinastad,Lithuania
996,1,75269 Brock Union Apt. 605,50248,Smithstad,Ukraine
997,1,1368 Kevin Row,79394,Pamelashire,Gibraltar
998,1,6026 Gregory Squares,06187,New Shannontown,Lebanon
999,1,2473 Kelly Bypass,25856,East Lawrence,Bhutan
1000,1,067 Sheena Stream Apt. 423,27852,Boyerchester,Slovenia
1001,1,865 Nicole Ferry Apt. 487,65779,Aaronchester,Christmas Island
1002,1,076 Ford Road Suite 025,17751,East Sharonmouth,Turkmenistan
1003,1,725 Sanders Manor Suite 677,19371,New Davidport,United Arab Emirates
1004,1,362 Parker Expressway,57747,Woodwardland,Jersey
1005,1,6249 Richard Lake Apt. 572,89604,Valeriefort,Montenegro
1006,1,2193 Hunter Vista,44183,Frankstad,South Georgia and the South Sandwich Islands
1007,1,95888 Horton Glen,51873,East Tonya,Korea
1008,1,831 Ryan Way Suite 681,47800,Mollytown,Grenada
1009,1,9652 Michael Manor,91643,Lake Kayla,Costa Rica
1010,1,8516 Gray Light Suite 820,16848,Port Catherine,Antarctica (the territory South of 60 deg S)
1011,1,2678 Vaughn Ports,02271,North David,Ecuador
1012,1,367 Hill Causeway Apt. 633,31705,New Cory,Nepal
1013,1,839 Hall Ville,20741,West Ericfurt,Djibouti
1014,1,5085 Zachary Shores,71415,East Tiffanyfurt,Cape Verde
1015,1,31820 Danielle Shores,70715,East Eric,Saint Martin
1016,1,11088 Payne Glens,14737,Hoganfort,Czech Republic
1017,1,01135 Hunter Isle Suite 989,63077,North Vanessa,Russian Federation
1018,1,290 Timothy Alley Suite 419,44478,South Alexanderborough,Andorra
1019,1,92971 Smith Unions,70179,Wardfurt,Liechtenstein
1020,1,456 Thomas Freeway,07839,Port Tara,Lesotho
1021,1,529 Watson Valleys,05758,Port Nicholas,Mongolia
1022,1,0816 Johnston Passage,37724,South Joshua,Mauritius
1023,1,014 Barry Fall Apt. 284,82508,Skinnerview,Svalbard & Jan Mayen Islands
1024,1,766 Mark Orchard,12632,Amandabury,Samoa
1025,1,226 Jason Harbor,42559,Lake Audrey,El Salvador
1026,1,712 Leah Ridges,27324,Johnfurt,United Kingdom
1027,1,9769 Thomas Hill Suite 755,06817,Desireechester,United Arab Emirates
1028,1,560 Gregory Spurs Suite 599,96882,Ariasland,Denmark
1029,1,5131 Lyons Curve,57591,Walshview,Korea
1030,1,3607 Simmons Inlet Suite 939,37610,Lake Davidmouth,Dominica
1031,1,227 Wright Shore,16131,Debrastad,Singapore
1032,1,5794 Jeffery Squares,03671,East Amber,Monaco
1033,1,51453 Amanda Extensions Apt. 519,89422,Port Carlahaven,Lebanon
1034,1,9609 Matthew Coves Apt. 068,11799,Cookside,Malawi
1035,1,194 Andrew Ridge,18400,West Autumn,Venezuela
1036,1,57109 Sharon Island Suite 016,74631,South Tonyberg,United Kingdom
1037,1,185 Williams Ridge,12244,East Katelynshire,Taiwan
1038,1,066 Jeremy Street,17185,Davidfurt,Malta
1039,1,9606 Alvarado Mountains Apt. 129,54623,North Meganland,United Kingdom
1040,1,409 Pamela Field Suite 273,26252,New Shawnton,Cote d'Ivoire
1041,1,008 Kara Camp,61710,Robleston,Peru
1042,1,207 Padilla Land,98495,West Larryville,Togo
1043,1,6250 Heather Valley,08364,New Patrick,Moldova
1044,1,52776 Evans Islands,85452,West Michelle,Myanmar
1045,1,57808 Rodgers Forest,24061,Port Haleyland,Svalbard & Jan Mayen Islands
1046,1,55842 Ann Coves Apt. 906,97441,Nixonview,Germany
1047,1,305 Mike Corners Suite 625,18311,Mosesside,Falkland Islands (Malvinas)
1048,1,4539 Kristina Parkways,62761,Williambury,Myanmar
1049,1,1482 Hamilton Club,47234,New Sheilafort,Netherlands Antilles
1050,1,50404 Paul Hollow,59560,South Tammyshire,Dominican Republic
1051,1,8112 Kathy Summit,74663,East Teresaview,Vanuatu
1052,1,132 Lori Burgs,44809,Jonathanside,Palestinian Territory
1053,1,32816 Henry Wall,35115,East Joy,Andorra
1054,1,500 Scott Mountain Apt. 807,56577,New Samuelshire,Aruba
1055,1,9862 Amber Mountain,82448,Stephenport,French Southern Territories
1056,1,010 William Vista Suite 952,29241,West Heather,Iraq
1057,1,18822 Miller Curve,63806,Kingshire,Pakistan
1058,1,5964 Spears Run,46215,Port Kurt,Tuvalu
1059,1,0982 Timothy Mountains Apt. 172,84913,New Matthewfort,Macao
1060,1,000 Kimberly Rue Suite 843,37324,Bradleyshire,French Guiana
1061,1,81947 Michael Views,83876,East Kristenview,Peru
1062,1,049 Pearson Radial,48844,Bradleyhaven,Guernsey
1063,1,961 Ortega Rapid,67111,Lake Aaron,Bahrain
1064,1,98204 Brian Shoals,64660,Joshuachester,Nepal
1065,1,319 Mendez Motorway,51849,Garrettburgh,Mongolia
1066,1,2050 Duke View,19358,Morganbury,Gambia
1067,1,903 Williams Corner Suite 559,50876,Lake Anne,Ghana
1068,1,038 Porter Extensions Suite 036,50521,Cooperbury,Antigua and Barbuda
1069,1,8649 Christopher Heights,22358,New Sandy,Venezuela
1070,1,85375 Herrera Field,43900,Port Cynthia,Timor-Leste
1071,1,900 Ryan Port Suite 195,64908,Glennton,Kenya
1072,1,20410 Gardner Passage,47774,Hunterville,Sweden
1073,1,89855 Montoya Estates Apt. 374,81279,Angelafort,Albania
1074,1,552 Meghan Ferry,54575,Scottfurt,Aruba
1075,1,169 Melissa Parks Suite 969,97306,Lake Patriciahaven,Spain
1076,1,540 Gomez Corner Suite 153,61770,Reedport,Seychelles
1077,1,1376 Roberts Mountains,92821,East Daniel,Dominica
1078,1,8955 Hopkins Views,12493,Deleonland,Morocco
1079,1,0387 Pierce Ways Apt. 272,75902,New Ashleyton,Falkland Islands (Malvinas)
1080,1,187 West Summit Suite 271,74342,Mclaughlinshire,Lithuania
1081,1,857 Lauren Shoal,98036,Lake Juanmouth,Christmas Island
1082,1,2424 Victoria Glen Suite 183,95053,Fredericktown,Moldova
1083,1,3990 William Divide,74019,Ronnieton,Bahamas
1084,1,804 Jessica Harbor Apt. 462,00802,Lake Ericberg,Montserrat
1085,1,0070 Taylor Isle Apt. 185,70306,Emilystad,Jordan
1086,1,74842 Thomas Turnpike Suite 757,12843,North Ryanshire,Japan
1087,1,0698 Michelle Meadows,29429,Kirbyborough,Christmas Island
1088,1,0601 Gabrielle Mountain,39333,Cooperborough,Anguilla
1089,1,7031 Burton Park Suite 654,88892,Keyshire,Paraguay
1090,1,56665 Mark Points,65442,Port Laurenfurt,Bosnia and Herzegovina
1091,1,69031 Jason Meadows,75633,West Marybury,Cayman Islands
1092,1,7255 Novak Lake Suite 646,14839,Lake Nicholasmouth,Qatar
1093,1,8170 Clark Motorway Apt. 065,35947,West Kimberly,Bahrain
1094,1,265 Rodriguez Divide Apt. 416,45714,Aaronstad,Vietnam
1095,1,8847 Jennifer Rapid,68343,West Antonio,Russian Federation
1096,1,821 Jessica Point Apt. 608,97581,West Michael,Cuba
1097,1,388 James Junctions,92777,Higginsmouth,Armenia
1098,1,1338 Ian Hollow Suite 335,02573,Lindaville,Heard Island and McDonald Islands
1099,1,224 Sara View,72830,Port James,Netherlands Antilles
1100,1,08773 Mary Inlet Suite 331,58049,Michellestad,Cameroon
1101,1,1922 Jones Forest Suite 302,29547,Pruitttown,Japan
1102,1,232 Gardner Crossroad Suite 202,89199,Scottview,Cocos (Keeling) Islands
1103,1,100 Schultz Club Suite 893,29408,Meganborough,Mongolia
1104,1,58242 Burnett Wall,40557,Port Michelleton,Belgium
1105,1,456 Hall Lodge,84637,Emilyfort,Saint Lucia
1106,1,48200 Lewis Vista,77137,Jamesstad,Armenia
1107,1,5851 Katherine Neck Apt. 715,67615,Andersonfurt,Ukraine
1108,1,090 Ryan Crescent Suite 137,78947,Keithtown,Colombia
1109,1,263 Kayla Vista Apt. 389,47034,North Johnfort,Spain
1110,1,5276 Payne Greens Apt. 750,05639,New Kayla,Guatemala
1111,1,6293 Allen Shoal Apt. 525,23266,Barbaraport,Georgia
1112,1,5795 Robert Club,23563,Kristahaven,El Salvador
1113,1,19207 Morris Circles Suite 852,43741,Coreyside,Dominican Republic
1114,1,69495 Flynn Wells Apt. 903,16005,Port Michaelstad,Antarctica (the territory South of 60 deg S)
1115,1,417 Gonzalez Roads,69806,Terriview,Venezuela
1116,1,6683 James Viaduct Apt. 122,59619,East Latoya,Jordan
1117,1,982 Fields Alley Apt. 909,77678,Port Gregoryport,Belgium
1118,1,257 Thompson Stravenue Apt. 301,76208,Kimberlyport,Netherlands
1119,1,79601 Ho Parkway Suite 780,80506,West Diana,Mongolia
1120,1,239 Christine Plaza Apt. 042,87454,Katherineland,Cocos (Keeling) Islands
1121,1,81942 William Motorway Apt. 929,48556,Susanborough,Guatemala
1122,1,402 Thornton Garden Suite 093,44254,North Jessica,Ethiopia
1123,1,09806 Charles Views,47868,New James,Bahrain
1124,1,4307 Barbara Bypass Apt. 361,95692,Griffinland,Aruba
1125,1,09452 Don Locks Suite 849,08973,Wilcoxfort,Slovenia
1126,1,26302 Bean Highway Apt. 358,75328,Debbieburgh,Romania
1127,1,969 Burke Expressway,09189,Christopherberg,Trinidad and Tobago
1128,1,271 Gregory Station Suite 739,23792,New Ryanview,Costa Rica
1129,1,63279 Miller Summit,07824,West Gregoryburgh,Qatar
1130,1,05963 Wood Island Apt. 676,18041,New Lorishire,Qatar
1131,1,17445 David Lights Apt. 949,64206,Wolfemouth,Luxembourg
1132,1,428 Emily Estates,82190,Port Mark,Bosnia and Herzegovina
1133,1,869 Williams Divide,21223,East Patrick,Heard Island and McDonald Islands
1134,1,202 John Crossing,43009,New Vanessaton,Timor-Leste
1135,1,9581 Cindy Mountains Apt. 173,55461,Zunigachester,Denmark
1136,1,597 Henderson Mission,14307,Port Abigailmouth,Kyrgyz Republic
1137,1,39810 Charles Pines Apt. 161,85934,Kevinstad,Cape Verde
1138,1,138 Nicholson Brooks Suite 031,03336,South Amyview,Papua New Guinea
1139,1,30143 Christina Freeway Apt. 552,82688,Patrickstad,Montserrat
1140,1,2901 Robert Alley Suite 032,88750,West Brianmouth,Bahrain
1141,1,234 Victoria Harbors,07077,Maryshire,Guam
1142,1,213 Courtney Parkway,11033,East Justinfort,Timor-Leste
1143,1,455 Kevin Island,43253,Johnsonport,Afghanistan
1144,1,6747 Jared Mount,96343,New Christown,Mali
1145,1,80906 Baker Island,13684,East Brian,Holy See (Vatican City State)
1146,1,577 Martin Shores,93582,Fritzchester,French Southern Territories
1147,1,976 Lisa Port,90982,West Seanfurt,Barbados
1148,1,114 Williams Mews,50453,West Joanna,Croatia
1149,1,554 Lori Groves,56031,Kevinshire,Lao People's Democratic Republic
1150,1,39482 Rodriguez Crossing Suite 618,24742,Port Angelamouth,Equatorial Guinea
1151,1,38959 Baldwin Estate Apt. 169,65453,Lake Edwardshire,Pitcairn Islands
1152,1,8196 Ruiz Dale,09628,Lake Eugene,Lithuania
1153,1,00599 Peter Mission,88346,Cameronview,Tanzania
1154,1,325 Michael Curve,42469,East Amandaville,Papua New Guinea
1155,1,098 Payne Glens,13751,Medinachester,Vietnam
1156,1,9727 Wood Circle Apt. 070,28912,Barberchester,Niger
1157,1,62504 Robert Plaza,40287,East Patricia,Central African Republic
1158,1,19606 Teresa Spur Suite 962,27736,Heatherview,Reunion
1159,1,98143 Costa Summit Apt. 402,42858,Scottchester,United States Virgin Islands
1160,1,270 Monique Fords,02264,Mercadostad,Cameroon
1161,1,951 Katherine Common,23720,East Paulchester,Angola
1162,1,78637 Kramer Shores Apt. 059,42685,Matthewchester,Gabon
1163,1,0748 Evan Landing Apt. 087,90582,South Melissaville,Djibouti
1164,1,507 Jensen Groves Suite 352,85475,Richardborough,Wallis and Futuna
1165,1,34810 Parker Islands,09310,West Rebeccachester,Rwanda
1166,1,403 Jenkins Fords,97934,Normanton,French Guiana
1167,1,045 Carr Cliff,18291,Mayston,Egypt
1168,1,5554 Richard Meadows,06059,Port Steventon,Cuba
1169,1,86515 Amanda Corner,28778,Stevenbury,Greenland
1170,1,533 Lopez Passage,14825,Moralesmouth,Iceland
1171,1,1520 Michael Plaza,73152,Andersonhaven,Bermuda
1172,1,08510 Allison Neck,31831,Port Philipshire,Bulgaria
1173,1,909 Martinez Streets Suite 845,37671,Julieborough,Bosnia and Herzegovina
1174,1,869 Johnson Summit,48093,Jonathantown,Korea
1175,1,3737 Allison Haven,33720,New Tracieburgh,Belize
1176,1,58918 Daniels Estate,30253,Jonesfurt,Trinidad and Tobago
1177,1,771 Karen Walks Apt. 558,02036,Simpsonburgh,Liberia
1178,1,56564 Bray Grove Suite 680,58575,Pamelafurt,Dominican Republic
1179,1,51238 Clark Crossing,44371,West Christopher,Czech Republic
1180,1,557 Brown Burgs,32576,Adamsberg,Gabon
1181,1,597 Sharon Trace Apt. 347,58921,Gordonport,Tanzania
1182,1,0899 Kelly Loaf,98975,West Joseph,French Guiana
1183,1,69655 Wolf Valleys,20667,Port Allison,Eritrea
1184,1,60630 Shannon Plaza Apt. 529,21075,South Daniel,Monaco
1185,1,3022 Shaw Shore Apt. 842,94303,Carlaport,Netherlands
1186,1,14241 Moon Radial,66090,New Eugene,Somalia
1187,1,91743 Phillip Station Suite 049,89020,Lake Sandramouth,Haiti
1188,1,40925 Jason Lake Suite 509,38452,Connieville,New Caledonia
1189,1,221 Nelson Manors,36655,Figueroaview,Philippines
1190,1,082 Anna Track Suite 812,56231,Gordonton,Tunisia
1191,1,5002 Leonard Fords,47240,Port Suzanne,Swaziland
1192,1,96405 Christian Rest Apt. 721,26781,South Paulton,Trinidad and Tobago
1193,1,051 Rebecca Path Apt. 710,01072,Andreafort,France
1194,1,72874 James Islands,17699,West Peter,Kenya
1195,1,0127 White Stravenue,89597,New Colleen,Saint Kitts and Nevis
1196,1,067 Thompson Mountain,75976,Rebeccaberg,Malawi
1197,1,169 Melissa Crest Suite 093,08856,New Bruce,Tuvalu
1198,1,1627 Kramer Rue Apt. 353,04919,Brandonland,Guadeloupe
1199,1,01674 Debra Place Suite 877,82340,Richardschester,Bermuda
1200,1,504 Nicole Court Apt. 240,77512,Port Haleyfurt,Israel
1201,1,812 Wright Bridge,19044,Julianfurt,San Marino
1202,1,633 Figueroa Coves,42210,Brownmouth,Oman
1203,1,2915 Rachel Point,86630,Sharpbury,Antarctica (the territory South of 60 deg S)
1204,1,0254 Frank Meadows Suite 241,24023,Lake Kristenmouth,Sweden
1205,1,48117 Stephens Lights,20058,West Erika,Belarus
1206,1,175 Evans Point,72746,South Maxwellborough,United Arab Emirates
1207,1,3689 Velasquez Isle Suite 856,09046,Port Michael,Botswana
1208,1,0585 Garcia Falls Suite 554,30699,Mcintyreside,Sri Lanka
1209,1,209 Velasquez Path Apt. 641,47649,Krystalhaven,Ukraine
1210,1,4351 Austin Hill Suite 743,14715,Smithmouth,Denmark
1211,1,487 Barron Park Suite 387,21788,Johnstonberg,British Indian Ocean Territory (Chagos Archipelago)
1212,1,430 Carr Freeway Apt. 133,09896,East Mark,India
